DrugName,Manufacturer,NAFDAC_Number,Barcode,BatchNumber,ExpiryDate,DosageForm,Strength,PackageSize,Country,Label
Prednisolone,DrugKing Industries,Z2-7375,6195031049792,aVdUG,N/A,  Ointment ,???,200ml bottle,Unknown,Suspicious
Folic Acid,GlaxoSmithKline Nigeria,C5-5843,6194796275705,LOT26-7226,2028-11-26,Tablet,250mg,5 vials,Nigeria,Genuine
Ampiclox,SuperCure Pharma,H-20,6194656571664,BATCH-485,2021-01-10,Sachet,250mg/5ml,20 tablets,India,Suspicious
Tetracycline,May & Baker Nigeria Plc,D6-6989,6197905528181,BT24-5587,2027-09-04,Drops,250mg/5ml,30g tube,Nigeria,Genuine
Augmentin,SKG Pharma Ltd,A4-9201,6192814893252,BT26-8789,2026-10-11,Drops,500mg,20 tablets,Nigeria,Genuine
Furosemide,Dana Pharmaceuticals Ltd,O9-5475,6194097123163,L24-0708,2029-07-27,Drops,20mg,30 tablets,Nigeria,Genuine
Multiivtamin,PharmaPlus International,FA4AFM,6195396016095,19,UNKNOWN,  Drops ,400mg,30g tube,China,Suspicious
Cotrimoxazole,Drugfield Pharmaceuticals Ltd,J8-3264,6192175883978,B25-7270,2026-09-06,Tablet,500mg/5ml,10 tablets,Nigeria,Genuine
Metformin,Dana Pharmaceuticals Ltd,U2-9727,6199463389150,L24-4371,2026-11-22,Cream,100mg,200ml bottle,Nigeria,Genuine
Erythromycin,Hovid Nigeria Ltd,T7-2178,6195273230088,LOT25-6728,2029-07-24,Cream,20mg,100ml bottle,Nigeria,Genuine
Lonart,GlaxoSmithKline Nigeria,V0-3134,6195559895345,BT26-6392,2026-02-05,Sachet,250mg,10 tablets,Nigeria,Genuine
Lonart DS Extra,GlaxoSmithKline Nigeria,I7-1330,7380679,---,,Ointment,10mg,20 tablets,Pakistan,Suspicious
Prednisolone,May & Baker Nigeria Plc,U2-8888,6192785760843,B26-5269,2026-04-19,Cream,500mg/5ml,30g tube,Nigeria,Genuine
Multivitamin,Hovid Nigeria Ltd,Q9-2938,6197879150593,L24-6047,2029-02-19,Drops,20mg,10 tablets,Nigeria,Genuine
pREDNISOLONE,AlphaHealth Industries,T8-2717,6198098098802,BATCH-023,2023-03-09,Injectino,400mg,20 capsules,Unknown,Suspicious
Emzor Paracetamol,eMZOR pHARMACEUTICAL iNDUSTRIES,A-17,3333333333333,---,07/12/2026,Capsule,???,1 pack,China,Suspicious
Amoxicilin,AlphaHealth Industries,N4-1696,6193088081727,UNKNOWN,,Sachet,10mg,1 vial,India,Suspicious
Emzor Paracetamol,GlaxoSmithKline Nigeria,M3-2417,6198732807715,BN24-0723,2029-03-03,Capsule,200mg,60ml bottle,Nigeria,Genuine
Augmenti,QuickCure Labs,TqAy9,6193755504580,70,12/01/2025,Drops,250mg,20 tablets,Ghana,Suspicious
Lonart,MedExpress Ltd,B5-864786,4444444444444,BATCH-314,???,CAPSULE,50mg,100ml bottle,Nigeria,Suspicious
Ciprofloxacn,jUHEL nIGERIA lTD,NOT REGISTERED,6191188203803,??,???,  Syrup ,20mg,30 tablets,Ghana,Suspicious
  Tetracycline ,PharmaPlus International,YW34RC,6485796886,81,N/A,Sryup,N/A,10 tablets,India,Suspicious
Diazepam,NovaDrug Industries,G1-2463,6193310886236,MrYUJb,2020-09-26,tABLET,UNKNOWN,1 vial,Pakistan,Suspicious
Magic Cure Pill,MedExpress Ltd,NONE,0000000000000,BATCH-273,22/11/2026,  Syrup ,100mg,30g tube,India,Suspicious
ORS,Evans Medical Plc,EK-XNAY,6196490847493,ePmSKSJl,2020-12-23,Capsule,UNKNOWN,100ml bottle,Unknown,Suspicious
Chloroquine,Fidson Healthcare Plc,R0-7662,6193254310743,BT26-7624,2026-08-15,Syrup,250mg/5ml,60ml bottle,Nigeria,Genuine
Paracetamol,May & Baker Nigeria Plc,Y6-4305,6193533106005,LOT24-1135,2027-02-26,Syrup,250mg/5ml,30 tablets,Nigeria,Genuine
Atenolol,Fidson Healthcare Plc,O0-7371,6199556076769,BN25-4276,2028-04-09,Cream,400mg,100ml bottle,Nigeria,Genuine
Amatem,Fidson Healthcare Plc,A0-9105,6199419324532,B26-1333,2026-10-16,Sachet,400mg,20 tablets,Nigeria,Genuine
Super Paracetamol,Healwell Pharma Ltd,F9-872350,0000000000000,N/A,UNKNOWN,cREAM,UNKNOWN,10 tablets,Unknown,Suspicious
MegaVit Plus,Neimeth International Pharmaceuticals,AG-VFGK,6190954688738,AABdi,2020-03-19,Syrup,UNKNOWN,10 capsules,India,Suspicious
Emzor Paracetamol,GlaxoSmithKline Nigeria,S1-5687,6198564679979,BN24-4612,2029-03-20,Sachet,125mg/5ml,1 tube,Nigeria,Genuine
  Tramadol ,NovaDrug Industries,-4886,6196295076715,UNKNOWN,2023-03-02,Injection,500mg/5ml,20 tablets,Ghana,Suspicious
Ceftriaxone,Swiss Pharma Nigeria Ltd,V3-2155,6191127128525,LOT26-6624,2028-09-10,Injection,1g,10 capsules,Nigeria,Genuine
Ceftriaxone,Fidson Healthcare Plc,S2-9674,6195654310279,B25-9302,2026-05-25,Injection,250mg/5ml,100ml bottle,Nigeria,Genuine
Antacid,Dana Pharmaceuticals   Ltd ,HP-FKGH,3333333333333,BATCH-165,N/A,Powedr,5mg,10 capsules,Unknown,Suspicious
,HealthMax Pharma,Q9-476760,78523529800934137,33,09/03/2026,  Drops ,250mg/5ml,5 vials,Pakistan,Suspicious
Amatem,Fidson Healthcare Plc,K0-4846,6197710040908,BN24-8657,2026-07-20,Powder,500mg/5ml,10 capsules,Nigeria,Genuine
  Paracetamol ,WonderDrug Co,L8-5758,6194201819029,22,2020-07-12,Capsule,500mg,30g tube,Ghana,Suspicious
Multivitamin,Juhel Nigeria Ltd,T3-2035,6197461200477,BN24-3946,2027-07-15,Cream,125mg/5ml,1 tube,Nigeria,Genuine
Ceftriaxone,MegaDrug Industries,-4461,7BgUVAp22XTHs,pMvp,05/12/2026,Injectino,500mg,200ml bottle,Unknown,Suspicious
Ferrous Sulphate,Chi Pharmaceuticals Ltd,H7-2144,6190068761648,B24-8851,2026-08-16,Tablet,400mg,30g tube,Nigeria,Genuine
Nifedipine,Swiss Pharma Nigeria Ltd,R9-7947,6193406468674,L25-2330,2028-01-03,Injection,250mg/5ml,200ml bottle,Nigeria,Genuine
Amlodipine,Swiss Pharma Nigeria Ltd,X7-6878,6190373145300,BT26-6018,2029-08-15,Tablet,500mg,5 vials,Nigeria,Genuine
Metronidazole,Nigerian German Chemicals Plc,O3-9843,6193028439595,B26-5353,2027-05-05,Powder,200mg,60ml bottle,Nigeria,Genuine
Flagyl,Sanofi Nigeria,C3-2941,6196708056853,L25-7644,2026-07-08,Ointment,100mg,20 tablets,Nigeria,Genuine
spironolactone,Dana Pharmaceuticals Ltd,  S2-4986 ,0000000000000,BATCH-568,20/04/2025,Drops,5mg,100 tablets,Unknown,Suspicious
Hydrocortisone,GlaxoSmithKline Nigeria,Y8-3595,6193601071266,BN25-9170,2027-09-22,Powder,125mg/5ml,30 tablets,Nigeria,Genuine
Tramadol,May & Baker Nigeria Plc,E1-2404,6195869380685,L26-7879,2027-08-10,Capsule,20mg,1 tube,Nigeria,Genuine
Folic Acid,Tuyil Pharmaceutical Industries,G0-4531,6196279246325,BN24-7293,2028-08-13,Drops,250mg/5ml,100ml bottle,Nigeria,Genuine
Lisinopril,SKG Pharma Ltd,M5-8185,6192894134757,BN26-8581,2029-05-11,Ointment,10mg,30g tube,Nigeria,Genuine
Paracetamol,TopNotch Drugs Ltd,FR-OJMF,0000000000000,14,2023-04-09,Capsuel,125mg/5ml,20 tablets,China,Suspicious
Ampiclox,Pharma Deko Plc,A2-6442,6196342160732,BT25-5828,2028-04-08,Tablet,125mg/5ml,100 tablets,Nigeria,Genuine
Ferrous Sulphate,Nigerian German Chemicals Plc,G6-4018,6190501508120,LOT25-3285,2028-01-01,Suspension,200mg,10 capsules,Nigeria,Genuine
Atenlool,FastRelief Drugs,M-58,5492036930914015,60,2020-12-04,DROPS,500mg/5ml,1 vial,Nigeria,Suspicious
Furosemide,Tuyil Pharmaceutical Industries,P2-4812,6194301071396,L25-0845,2028-06-18,Suspension,500mg,5 vials,Nigeria,Genuine
  Atenolol ,PharmaFast Nigeria,KN-IMBQ,6197857109339,BATCH-205,2023-04-21,Syrpu,UNKNOWN,BULK,Unknown,Suspicious
Erythromycin,Sanofi Nigeria,F5-5170,6198121478533,B24-7722,2028-07-15,Drops,20mg,60ml bottle,Nigeria,Genuine
ferrous sulphate,PharmaFast Nigeria,V3-7638,6192751005688,N/A,19/01/2026,  Drops ,10mg,30 tablets,Ghana,Suspicious
Vitamin B Complex,PharmaPlus International,H5-8860,4803007356,BATCH-518,,cREAM,UNKNOWN,100ml bottle,Ghana,Suspicious
Ibuprofen,Evans Medical Plc,M5-5344,6199500507028,L24-8938,2029-10-24,Powder,100mg,30 tablets,Nigeria,Genuine
Lonart,Sanofi Nigeria,Z0-6688,6198651850670,BN25-6034,2029-12-05,Ointment,100mg,1 tube,Nigeria,Genuine
Prednisolone,Sanofi Nigeria,W2-8853,6191472463012,B26-6347,2028-03-09,Syrup,200mg,200ml bottle,Nigeria,Genuine
Amlodipine,GlaxoSmithKline Nigeria,T1-1920,6192312110639,BT24-1401,2029-06-21,Powder,200mg,100ml bottle,Nigeria,Genuine
Gentamicin,Nigerian German Chemicals Plc,V5-7663,6193370140057,BT25-8898,2026-01-12,Cream,125mg/5ml,200ml bottle,Nigeria,Genuine
Emzor Paracetamol,Evans Medical Plc,Z4-2417,6194766072839,BT26-6506,2028-11-05,Injection,125mg/5ml,30g tube,Nigeria,Genuine
Hydrocortisone,Emzor Pharmaceutical Industries,D6-4132,6194292913200,BT24-0862,2026-11-13,Syrup,200mg,10 capsules,Nigeria,Genuine
Chloroquine,Juhel Nigeria Ltd,N9-4643,6199290600787,BN25-8801,2029-08-26,Capsule,50mg,100ml bottle,Nigeria,Genuine
Amlodipine,Dana Pharmaceuticals Ltd,F8-9956,6193774419759,LOT25-6421,2026-08-14,Ointment,100mg,10 tablets,Nigeria,Genuine
Doxycycline,emzor pharmaceutical industries,WC8bkp1m,6193622169065,??,09/07/2026,Tablet,N/A,1 tube,Nigeria,Suspicious
Prednisolone,Pfizer Nigeria,M4-9152,6194080314998,B24-5238,2026-09-01,Tablet,400mg,60ml bottle,Nigeria,Genuine
ors,CureFast Pharmaceuticals,8ABRL4,6194142024841,97,02/08/2026,  Cream ,50mg,20 capsules,Pakistan,Suspicious
DIAZEPAM,PharmaFast Nigeria,M-80,4864970350675789,UNKNOWN,2022-06-23,  Drops ,N/A,100ml bottle,Ghana,Suspicious
Hydrocortisone,Dana Pharmaceuticals Ltd,A1-5541,6197195979649,L26-2059,2028-09-24,Sachet,500mg,10 capsules,Nigeria,Genuine
Omeprazole,Nigerian German Chemicals Plc,V7-1189,6197660464199,L26-6208,2029-12-11,Powder,10mg,20 tablets,Nigeria,Genuine
Flagyl,Fidson Healthcare Plc,Q9-1138,6199275326978,BT24-1746,2027-02-19,Ointment,10mg,60ml bottle,Nigeria,Genuine
Flagy,PharmaFast Nigeria,W0OZ2W,3333333333333,BATCH-479,2022-12-02,  Syrup ,125mg/5ml,60ml bottle,Pakistan,Suspicious
Metformin,Bioraj Pharmaceuticals Ltd,F9-9178,6193748969082,BT25-7677,2027-04-05,Injection,20mg,60ml bottle,Nigeria,Genuine
Amatem,GlaxoSmithKline Nigeria,Z5-8159,6196765277581,LOT24-7055,2026-07-20,Syrup,5mg,10 capsules,Nigeria,Genuine
Loperamide,Dana Pharmaceuticals Ltd,X1-8110,6191172400508,LOT25-6241,2029-03-08,Powder,20mg,1 vial,Nigeria,Genuine
Flagyl,Nigerian German Chemicals Plc,N2-1922,6191572018594,L24-6719,2027-01-04,Suspension,20mg,100ml bottle,Nigeria,Genuine
Ranitidine,May & Baker Nigeria Plc,M1-8620,6194451870535,LOT26-5079,2027-08-12,Sachet,50mg,30g tube,Nigeria,Genuine
Spironolactone,Nigerian German Chemicals Plc,T6-1377,6198437685502,L26-6455,2029-10-07,Cream,100mg,1 tube,Nigeria,Genuine
cHLOROQUINE,BioFix Pharmaceuticals,M-61,75801584,---,???,SACHET,20mg,10 tablets,China,Suspicious
paracetamol,nEIMETH iNTERNATIONAL pHARMACEUTICALS,F3-112831,302865,BATCH-903,2021-05-24,  Capsule ,,10 tablets,Unknown,Suspicious
Glibenclamide,NovaDrug Industries,s5-2050,242853541601991,BATCH-550,N/A,  Drops ,???,100 tablets,India,Suspicious
Super Paracetamol,Sunrise Medications,DA-YTTW,84339133252861323,BATCH-386,05/04/2026,Syrup,500mg/5ml,1 vial,India,Suspicious
Atenlool,GoodHealth Generics,B3-157162,8888888888888,PgSuhS,UNKNOWN,Powder,100mg,1 tube,China,Suspicious
Chloroquine,May & Baker Nigeria Plc,R4-9906,6191001841861,BT24-3775,2026-04-14,Ointment,100mg,20 capsules,Nigeria,Genuine
Metronidazol,HealthMax Pharma,KO2LCH,1015845673,yKLL,???,Injection,20mg,30 tablets,Unknown,Suspicious
Amatem,Pharma Deko Plc,T1-4079,6197367850820,BN25-8403,2029-03-25,Powder,1g,10 tablets,Nigeria,Genuine
Spironolactone,Emzor Pharmaceutical Industries,M7-9077,6196106592083,B24-4464,2027-02-20,Syrup,50mg,1 vial,Nigeria,Genuine
Metformin,MedLine Drugs Ltd,NOT REGISTERED,0000000000000,63,09/12/2026,Crema,125mg/5ml,BULK,Unknown,Suspicious
Tetracycline,Swiss Pharma Nigeria Ltd,C7-6918,6195851777417,BT25-4962,2029-10-06,Capsule,250mg,200ml bottle,Nigeria,Genuine
Augmenti,Mopson Pharmaceutical Ltd,AP-KALQ,70679,BATCH-544,,Powedr,200mg,30g tube,Ghana,Suspicious
Paracetmol,PharmaFast Nigeria,P2PNKD,4487621648,95,22/03/2026,Sachet,50mg,20 tablets,China,Suspicious
Metformin,Mopson Pharmaceutical Ltd,F3-4633,6194383640411,BT26-0479,2026-02-15,Sachet,250mg,20 tablets,Nigeria,Genuine
Prednisolone,Pharma Deko Plc,B3-2766,6190890714010,LOT26-0268,2026-02-20,Suspension,1g,100 tablets,Nigeria,Genuine
Panado,HealthMax Pharma,PZ-CRUZ,6193045762744,BATCH-760,01/09/2026,Powder,N/A,20 tablets,Nigeria,Suspicious
Power Drug,SuperCure Pharma,C4WXEF,0000000000000,N/A,2020-05-17,suspension,250mg,30g tube,Ghana,Suspicious
Amlodipine,Pharma Deko Plc,U0-8280,6194299074720,B25-7031,2028-02-25,Drops,1g,1 vial,Nigeria,Genuine
Foilc Acid,Juhel Nigerai Ltd,U5-6628,7907704553,dkO,04/03/2026,Syrpu,10mg,100 tablets,Ghana,Suspicious
Cotrimoxazole,Swiss Pharma Nigeria Ltd,InJ9Cz,3333333333333,aaJMaNEZ,02/04/2026,  Powder ,UNKNOWN,100ml bottle,China,Suspicious
Vitamin C,Fidson Healthcare Plc,C8-7805,6190089219630,B25-5403,2029-09-24,Tablet,400mg,10 capsules,Nigeria,Genuine
Amoxicillin,Chi Pharmaceuticals Ltd,-7114,0000000000000,DPFX,11/04/2026,  Sachet ,500mg/5ml,5 vials,Nigeria,Suspicious
Loperamide,Mopson Pharmaceutical Ltd,K8-8987,6197169472251,L26-9465,2029-02-03,Syrup,10mg,100 tablets,Nigeria,Genuine
Lonart,Sanofi Nigeria,PI1TSQ,0287451202,94,N/A,Capsule,250mg/5ml,1 vial,India,Suspicious
Amlodipine,Neimeth International Pharmaceuticals,K3-8907,6198018915677,BT25-4674,2029-08-03,Drops,50mg,1 tube,Nigeria,Genuine
Amoxil,HealthMax Pharma,k90h7,6198219386825,??,05/07/2026,Suspension,20mg,60ml bottle,Nigeria,Suspicious
Ampiclox,Tuyil Pharmaceutical Industries,D2-9857,6196391741012,BN26-4205,2029-01-16,Syrup,125mg/5ml,5 vials,Nigeria,Genuine
Ranitidine,Fidson Healthcare Plc,O0-7039,6198025662120,B25-7935,2026-07-28,Suspension,100mg,100 tablets,Nigeria,Genuine
Vitamin CC,MedExpress Ltd,FF-BPIC,613875955,BATCH-159,,suspension,100mg,1 pack,Unknown,Suspicious
Instant Relief Caps,NovaDrug Industries,  I5-2905 ,1111111111111,BATCH-797,2020-09-03,Cream,500mg,5 vials,India,Suspicious
Loperamide,SKG Pharma Ltd,M5-9687,6190185694546,LOT24-4283,2029-08-25,Suspension,250mg/5ml,5 vials,Nigeria,Genuine
Tetracycline,May & Baker Nigeria Plc,R3-6468,6193544439284,LOT24-5006,2028-06-26,Ointment,20mg,1 vial,Nigeria,Genuine
Ampiclox,Juhel Nigeria Ltd,O3-8549,6195534490213,L25-6593,2029-01-27,Powder,500mg,200ml bottle,Nigeria,Genuine
Augmentin,Sanofi Nigeria,D0-9615,6196771333448,L25-2233,2029-04-20,Suspension,400mg,1 tube,Nigeria,Genuine
Panadol,Emzor Pharmaceutical Industries,L6-9955,6191528733977,B25-5940,2027-02-15,Ointment,125mg/5ml,60ml bottle,Nigeria,Genuine
Panadol,SKG Pharma Ltd,P5-3083,6191353028163,LOT24-6770,2028-07-07,Tablet,125mg/5ml,10 tablets,Nigeria,Genuine
Ampiclox,Tuyil Pharmaceutical Industries,S8-6730,6195241406026,B24-3726,2027-11-07,Injection,125mg/5ml,60ml bottle,Nigeria,Genuine
Ciprofloxacn,GoodHealth Generics,-1036,0000000000000,saMPPUx,22/09/2026,POWDER,500mg,60ml bottle,Nigeria,Suspicious
Azithromycin,Drugfield Pharmaceuticals Ltd,B1-9471,6192727955962,B24-5381,2026-11-12,Tablet,100mg,60ml bottle,Nigeria,Genuine
Vitamin B Complex,Nigerian German Chemicals Plc,A1-2755,6193443899820,L26-0155,2027-01-11,Powder,20mg,1 vial,Nigeria,Genuine
Hydrocoritsone,Chi Pharmaceuticals Ltd,V2-8195,4444444444444,DeDV,UNKNOWN,SYRUP,10mg,1 vial,Nigeria,Suspicious
Tetracycline,Drugfield Pharmaceuticals Ltd,E1-6678,6194570568207,B24-2169,2028-08-27,Tablet,250mg/5ml,1 vial,Nigeria,Genuine
Panado,Dana Pharmaceuticals Ltd,Bsw3,6191839525254,8,22/09/2025,Capsule,125mg/5ml,100 tablets,Nigeria,Suspicious
Ciprofloxacn,GoodHealth Generics,Q8-6354,0000000000000,61,N/A,Tablet,5mg,100ml bottle,Pakistan,Suspicious
Amatem,Evans Medical Plc,P2-5295,6191916503441,BN26-6922,2029-02-16,Drops,250mg/5ml,20 tablets,Nigeria,Genuine
Ampiclox,Neimeth International Pharmaceuticals,U0-4439,6198856811933,B25-8927,2026-05-11,Sachet,500mg,10 tablets,Nigeria,Genuine
Chloroquine,Pfizer Nigeria,H8-3605,6197615396698,LOT26-3969,2027-11-22,Capsule,250mg/5ml,1 tube,Nigeria,Genuine
Lonart,Emzor Pharmaceutical Industries,I5-3065,6190360894112,B25-1636,2027-11-11,Sachet,1g,30 tablets,Nigeria,Genuine
Multivitamin,SKG Pharma Ltd,F7-2895,6197833321168,BN24-5449,2029-05-08,Injection,125mg/5ml,100ml bottle,Nigeria,Genuine
Furoseimde,hOVID nIGERIA lTD,C9-845849,6194790534723,76,03/12/2026,dROPS,250mg,5 vials,Ghana,Suspicious
Nifedipine,SuperCure Pharma,K0-395798,6643223946121289,TfGDrnad,???,OINTMENT,20mg,1 vial,Unknown,Suspicious
Ferrous Sulphate,Emzor Pharmaceutical Industries,J1-7458,6195915201773,L26-4512,2026-06-02,Sachet,50mg,20 capsules,Nigeria,Genuine
Omeprazole,Neimeth International Pharmaceuticals,G2-6447,6198486899936,L26-0745,2029-12-19,Powder,400mg,200ml bottle,Nigeria,Genuine
Chlorpheniramine,CureFast Pharmaceuticals,60IQ7S,9854582942,HPId,2022-04-09,Ointment,500mg,1 pack,India,Suspicious
Ranitidine,Tuyil Pharmaceutical Industries,E8-8668,6194315274202,LOT25-9402,2027-03-20,Ointment,20mg,200ml bottle,Nigeria,Genuine
Erythromycin,Swiss Pharma Nigeria Ltd,X6-6188,6195110475412,BT24-3170,2029-08-18,Powder,5mg,60ml bottle,Nigeria,Genuine
Amoxil,WonderDrug Co,5Q1OSS,3333333333333,43,UNKNOWN,Suspension,UNKNOWN,60ml bottle,Unknown,Suspicious
Diclofenac,Mopson Pharmaceutical Ltd,K8-4063,6194301764649,LOT26-9532,2026-04-24,Capsule,10mg,100 tablets,Nigeria,Genuine
Cotrimoxazole,Drugfield Pharmaceuticals Ltd,P9-7189,6199545009020,LOT25-9667,2026-11-11,Ointment,250mg,60ml bottle,Nigeria,Genuine
  Doxycycline ,NovaDrug Industries,O-28,0000000000000,BATCH-981,2020-05-04,  Sachet ,100mg,30g tube,Nigeria,Suspicious
Hydrocortisone,Dana Pharmaceuticals Ltd,S7-4627,6199641789963,B26-6368,2026-10-04,Sachet,500mg/5ml,5 vials,Nigeria,Genuine
Chloroquine,May & Baker Nigeria Plc,N3-7364,6193845269696,LOT25-4180,2026-12-14,Injection,125mg/5ml,1 vial,Nigeria,Genuine
Augmenti,DrugKing Industries,T-87,6195578022807,zJbgpT,2021-12-13,Saceht,N/A,100ml bottle,India,Suspicious
Metformin,Pfizer Nigeria,V4-9037,6199851583283,BN26-2711,2029-09-18,Ointment,250mg,20 capsules,Nigeria,Genuine
  Ibuprofen ,AlphaHealth Industries,JF-YVEG,6196540307991,oPdjy,2020-02-05,Sahcet,100mg,5 vials,Nigeria,Suspicious
Lonart,Sanofi Nigeria,D4-9898,6195807836137,LOT24-7468,2028-06-28,Capsule,50mg,20 tablets,Nigeria,Genuine
azithromycin,QuickCure Labs,V1-5564,673725009,21,2022-07-24,SACHET,250mg,1 tube,Ghana,Suspicious
  Furosemide ,NovaDrug Industries,WMUB4F,6195233297045,97,19/06/2025,  Sachet ,250mg/5ml,5 vials,Nigeria,Suspicious
MegaVit Plus,neimeth international pharmaceuticals,A-73,7078937,---,UNKNOWN,sYRUP,UNKNOWN,60ml bottle,Unknown,Suspicious
Antcaid,MedExpress Ltd,wJgelL6,4444444444444,BATCH-045,,Powder,100mg,100ml bottle,India,Suspicious
Lonart DS Extra,TopNotch Drugs Ltd,-5428,tcmUxQsF8JENn,BATCH-685,N/A,Syrup,500mg,20 capsules,Ghana,Suspicious
  Atenolol ,PharmaFast Nigeria,MH-UIAG,vB94jchpm8q5w,BATCH-771,2020-09-19,Suspension,100mg,10 capsules,Unknown,Suspicious
Vitamin B Complex,BestPills International,PENDING,58729370625873608,sgJvN,N/A,Ointment,250mg/5ml,10 tablets,Nigeria,Suspicious
Metformin,Mopson Pharmaceutical Ltd,G6-7899,6196777675559,L24-8782,2027-04-07,Suspension,1g,100 tablets,Nigeria,Genuine
aMLODIPINE,Swiss Pharma Nigeria Ltd,O45-831,4578674047724649728,85,04/10/2025,Ointment,100mg,10 tablets,Nigeria,Suspicious
Ampiclox,May & Baker Nigeria Plc,B4-9010,6199788897538,LOT26-8526,2028-03-08,Powder,20mg,10 tablets,Nigeria,Genuine
Amoxicillin,Hovid Nigeria Ltd,Z1-9062,6197602991400,L26-8841,2028-02-07,Suspension,200mg,100ml bottle,Nigeria,Genuine
Doxycycline,SKG Pharma Ltd,X0-2612,6190651333870,BT25-3106,2028-08-08,Capsule,50mg,30g tube,Nigeria,Genuine
Flagyl,Chi Pharmaceuticals Ltd,z3-6846,6198971535967,BATCH-415,28/12/2026,Injection,5mg,1 tube,India,Suspicious
Ranitidine,Mopson Pharmaceutical   Ltd ,Y2-475501,6197231631609,85,21/09/2025,  Capsule ,N/A,10 tablets,China,Suspicious
Ampiclox,Swiss Pharma Nigeria Ltd,B5-1601,6192099451017,L24-2743,2028-10-22,Sachet,1g,30g tube,Nigeria,Genuine
Metronidazole,Evans Medical Plc,N1-6460,6194021190179,BN25-6016,2029-09-04,Injection,100mg,1 vial,Nigeria,Genuine
  Chlorpheniramine ,Sunrise Medications,-8697,6193677244342,81,28/05/2026,Powder,,30g tube,India,Suspicious
Amlodipine,Evans Medical Plc,A9-6114,6193533448570,BN25-2546,2027-05-04,Tablet,1g,200ml bottle,Nigeria,Genuine
Hydrocortisone,Fidson Healthcare Plc,P4-9908,6191131765396,L24-5389,2028-09-25,Drops,200mg,1 vial,Nigeria,Genuine
Chloroquine,GlaxoSmithKline Nigeria,M2-6215,6192654696815,LOT25-9708,2026-04-20,Syrup,500mg/5ml,100 tablets,Nigeria,Genuine
Amoxicillin,Bioraj Pharmaceuticals Ltd,U9-8878,6196108143566,BN25-1111,2027-09-10,Cream,125mg/5ml,100 tablets,Nigeria,Genuine
Lonart,Dana Pharmaceuticals Ltd,Y6-4898,6198527789561,BN24-3675,2029-02-22,Powder,400mg,10 capsules,Nigeria,Genuine
Cotrimoxazole,Juhel Nigeria Ltd,T6-6399,6197569245936,L25-3010,2029-06-10,Drops,1g,30g tube,Nigeria,Genuine
MegaVit Plus,  Chi  Pharmaceuticals Ltd,EN-ZQUY,6194614974599,UNKNOWN,2021-10-23,Sachet,5mg,30 tablets,India,Suspicious
Folic Acid,Pharma Deko Plc,G5-4769,6191531363635,BN25-9686,2029-01-14,Syrup,200mg,1 vial,Nigeria,Genuine
Prednisolone,Emzor Pharmaceutical Industries,E8-7543,6197202009536,L25-2320,2026-10-12,Suspension,20mg,200ml bottle,Nigeria,Genuine
Metformin,Tuyil Pharmaceutical Industries,I4-2961,6196093659523,BN24-5199,2026-02-28,Powder,125mg/5ml,30g tube,Nigeria,Genuine
Atenolol,Chi Pharmaceuticals Ltd,F0-7653,6199535412014,BT24-7271,2028-10-12,Tablet,500mg,30 tablets,Nigeria,Genuine
Flagy,QuickCure Labs,-9405,2222222222222,BATCH-689,27/11/2026,Syrpu,UNKNOWN,10 capsules,Pakistan,Suspicious
Ceftriaxone,Emzor Pharmaceutical Industries,P9-9922,6196617706733,L26-2500,2026-06-25,Tablet,20mg,200ml bottle,Nigeria,Genuine
Ibuprofen,Pharma Deko Plc,D3-4495,6197605230452,B26-1646,2029-06-25,Tablet,100mg,20 capsules,Nigeria,Genuine
Glibenclamide,Fidson Healthcare Plc,K7-2540,6198409080519,BT24-8769,2026-01-11,Ointment,400mg,10 tablets,Nigeria,Genuine
Furosemide,Mopson Pharmaceutical Ltd,A8-3316,6191009968812,LOT24-5733,2027-07-21,Powder,100mg,30 tablets,Nigeria,Genuine
Ciprofloxacn,MAY & BAKER NIGERIA PLC,Z-36,88319602509270400438,---,17/05/2026,Tablet,400mg,30g tube,Nigeria,Suspicious
Vitamin C,Neimeth Internatoinal Pharmaceuticals,-7103,29771,ahEXW,,Onitment,N/A,60ml bottle,China,Suspicious
Panadol,Dana Pharmaceuticals Ltd,J4-6161,6196557431320,B24-2646,2026-03-15,Drops,10mg,60ml bottle,Nigeria,Genuine
Chlorpheniramine,May & Baker Nigeria Plc,M7-5493,6195686524064,BT24-2014,2028-06-20,Sachet,20mg,100ml bottle,Nigeria,Genuine
Nifedipine,Drugfield Pharmaceuticals Ltd,X5-4266,6195365974661,B26-6363,2026-07-07,Injection,100mg,20 tablets,Nigeria,Genuine
ORS,Tuyil Pharmaceutical Industries,G2-7635,6195306011981,L25-6478,2026-08-17,Ointment,500mg/5ml,200ml bottle,Nigeria,Genuine
Antacid,Dana Pharmaceuticals Ltd,W0-7131,6199736424809,B25-3069,2028-05-01,Ointment,200mg,10 tablets,Nigeria,Genuine
Emzor Paracetamol,Evans Medical Plc,M2-7541,6191367157781,L24-1506,2027-12-04,Ointment,500mg/5ml,60ml bottle,Nigeria,Genuine
Super Paracetamol,TopNotch Drugs Ltd,WA-IPKP,6196693233703,fJBabz,2022-11-02,Powder,20mg,100ml bottle,China,Suspicious
Instant Relief Caps,MedLine Drugs Ltd,-7789,rA6B9RHeTq9ct,seUtJqzZ,2021-01-04,Ointment,125mg/5ml,100ml bottle,Nigeria,Suspicious
